id,set_id,condition,target,lure,answer,pred,correct,pred_is_lure,values,names,group,names_target
L3-44-00067-letter,L3-44-00067,letter,,,6,6,True,False,"{'v2': 2, 'v1': 6}","{'v1': 'Q', 'v2': 'A'}",letter,
L3-44-00068-letter,L3-44-00068,letter,,,9,9,True,False,"{'v2': 1, 'v1': 9}","{'v1': 'I', 'v2': 'H'}",letter,
L3-44-00069-letter,L3-44-00069,letter,,,3,3,True,False,"{'v2': 6, 'v1': 3}","{'v1': 'B', 'v2': 'Z'}",letter,
L3-44-00070-letter,L3-44-00070,letter,,,4,4,True,False,"{'v2': 2, 'v1': 4}","{'v1': 'E', 'v2': 'D'}",letter,
L3-44-00071-letter,L3-44-00071,letter,,,0,0,True,False,"{'v2': 9, 'v1': 0}","{'v1': 'X', 'v2': 'G'}",letter,
L3-44-00072-letter,L3-44-00072,letter,,,8,8,True,False,"{'v2': 8, 'v1': 8}","{'v1': 'Y', 'v2': 'S'}",letter,
L3-44-00073-letter,L3-44-00073,letter,,,0,0,True,False,"{'v2': 8, 'v1': 0}","{'v1': 'U', 'v2': 'R'}",letter,
L3-44-00074-letter,L3-44-00074,letter,,,8,8,True,False,"{'v2': 0, 'v1': 8}","{'v1': 'A', 'v2': 'K'}",letter,
L3-44-00075-letter,L3-44-00075,letter,,,3,3,True,False,"{'v2': 1, 'v1': 3}","{'v1': 'P', 'v2': 'R'}",letter,
L3-44-00076-letter,L3-44-00076,letter,,,1,1,True,False,"{'v2': 6, 'v1': 1}","{'v1': 'B', 'v2': 'V'}",letter,
L3-44-00077-letter,L3-44-00077,letter,,,2,2,True,False,"{'v2': 2, 'v1': 2}","{'v1': 'F', 'v2': 'C'}",letter,
L3-44-00078-letter,L3-44-00078,letter,,,1,1,True,False,"{'v2': 8, 'v1': 1}","{'v1': 'C', 'v2': 'K'}",letter,
L3-44-00079-letter,L3-44-00079,letter,,,7,7,True,False,"{'v2': 0, 'v1': 7}","{'v1': 'R', 'v2': 'O'}",letter,
L3-44-00080-letter,L3-44-00080,letter,,,2,2,True,False,"{'v2': 5, 'v1': 2}","{'v1': 'A', 'v2': 'F'}",letter,
L3-44-00081-letter,L3-44-00081,letter,,,6,6,True,False,"{'v2': 5, 'v1': 6}","{'v1': 'X', 'v2': 'R'}",letter,
L3-44-00082-letter,L3-44-00082,letter,,,0,0,True,False,"{'v2': 6, 'v1': 0}","{'v1': 'B', 'v2': 'N'}",letter,
L3-44-00083-letter,L3-44-00083,letter,,,6,6,True,False,"{'v2': 0, 'v1': 6}","{'v1': 'D', 'v2': 'P'}",letter,
L3-44-00084-letter,L3-44-00084,letter,,,9,9,True,False,"{'v2': 0, 'v1': 9}","{'v1': 'Q', 'v2': 'E'}",letter,
L3-44-00085-letter,L3-44-00085,letter,,,2,2,True,False,"{'v2': 6, 'v1': 2}","{'v1': 'Y', 'v2': 'J'}",letter,
L3-44-00086-letter,L3-44-00086,letter,,,2,2,True,False,"{'v2': 0, 'v1': 2}","{'v1': 'B', 'v2': 'A'}",letter,
L3-44-00087-letter,L3-44-00087,letter,,,2,2,True,False,"{'v2': 2, 'v1': 2}","{'v1': 'O', 'v2': 'L'}",letter,
L3-44-00088-letter,L3-44-00088,letter,,,1,1,True,False,"{'v2': 7, 'v1': 1}","{'v1': 'R', 'v2': 'T'}",letter,
L3-44-00089-letter,L3-44-00089,letter,,,3,3,True,False,"{'v2': 0, 'v1': 3}","{'v1': 'G', 'v2': 'O'}",letter,
L3-44-00090-letter,L3-44-00090,letter,,,3,3,True,False,"{'v2': 0, 'v1': 3}","{'v1': 'I', 'v2': 'K'}",letter,
L3-44-00091-letter,L3-44-00091,letter,,,6,6,True,False,"{'v2': 0, 'v1': 6}","{'v1': 'W', 'v2': 'L'}",letter,
L3-44-00092-letter,L3-44-00092,letter,,,3,3,True,False,"{'v2': 1, 'v1': 3}","{'v1': 'Y', 'v2': 'W'}",letter,
L3-44-00093-letter,L3-44-00093,letter,,,9,9,True,False,"{'v2': 9, 'v1': 9}","{'v1': 'C', 'v2': 'T'}",letter,
L3-44-00094-letter,L3-44-00094,letter,,,4,4,True,False,"{'v2': 2, 'v1': 4}","{'v1': 'W', 'v2': 'Y'}",letter,
L3-44-00095-letter,L3-44-00095,letter,,,5,5,True,False,"{'v2': 5, 'v1': 5}","{'v1': 'V', 'v2': 'O'}",letter,
L3-44-00096-letter,L3-44-00096,letter,,,2,2,True,False,"{'v2': 2, 'v1': 2}","{'v1': 'C', 'v2': 'J'}",letter,
L3-44-00097-letter,L3-44-00097,letter,,,8,8,True,False,"{'v2': 8, 'v1': 8}","{'v1': 'Q', 'v2': 'Z'}",letter,
L3-44-00098-letter,L3-44-00098,letter,,,9,9,True,False,"{'v2': 0, 'v1': 9}","{'v1': 'U', 'v2': 'H'}",letter,
L3-44-00099-letter,L3-44-00099,letter,,,6,6,True,False,"{'v2': 0, 'v1': 6}","{'v1': 'K', 'v2': 'D'}",letter,
L3-44-00100-letter,L3-44-00100,letter,,,8,8,True,False,"{'v2': 8, 'v1': 8}","{'v1': 'N', 'v2': 'F'}",letter,
L3-44-00101-letter,L3-44-00101,letter,,,3,3,True,False,"{'v2': 3, 'v1': 3}","{'v1': 'L', 'v2': 'Y'}",letter,
L3-44-00102-letter,L3-44-00102,letter,,,9,9,True,False,"{'v2': 5, 'v1': 9}","{'v1': 'O', 'v2': 'H'}",letter,
L3-44-00103-letter,L3-44-00103,letter,,,0,0,True,False,"{'v2': 0, 'v1': 0}","{'v1': 'A', 'v2': 'E'}",letter,
L3-44-00104-letter,L3-44-00104,letter,,,0,0,True,False,"{'v2': 2, 'v1': 0}","{'v1': 'X', 'v2': 'L'}",letter,
L3-44-00105-letter,L3-44-00105,letter,,,6,6,True,False,"{'v2': 1, 'v1': 6}","{'v1': 'C', 'v2': 'A'}",letter,
L3-44-00106-letter,L3-44-00106,letter,,,1,1,True,False,"{'v2': 5, 'v1': 1}","{'v1': 'E', 'v2': 'T'}",letter,
L3-44-00107-letter,L3-44-00107,letter,,,9,9,True,False,"{'v2': 1, 'v1': 9}","{'v1': 'S', 'v2': 'Q'}",letter,
L3-44-00108-letter,L3-44-00108,letter,,,4,4,True,False,"{'v2': 5, 'v1': 4}","{'v1': 'A', 'v2': 'Q'}",letter,
L3-44-00109-letter,L3-44-00109,letter,,,4,4,True,False,"{'v2': 1, 'v1': 4}","{'v1': 'B', 'v2': 'F'}",letter,
L3-44-00110-letter,L3-44-00110,letter,,,0,0,True,False,"{'v2': 6, 'v1': 0}","{'v1': 'Z', 'v2': 'Q'}",letter,
L3-44-00111-letter,L3-44-00111,letter,,,8,8,True,False,"{'v2': 0, 'v1': 8}","{'v1': 'V', 'v2': 'G'}",letter,
L3-44-00112-letter,L3-44-00112,letter,,,7,7,True,False,"{'v2': 5, 'v1': 7}","{'v1': 'T', 'v2': 'D'}",letter,
L3-44-00113-letter,L3-44-00113,letter,,,1,1,True,False,"{'v2': 3, 'v1': 1}","{'v1': 'G', 'v2': 'X'}",letter,
L3-44-00114-letter,L3-44-00114,letter,,,6,6,True,False,"{'v2': 0, 'v1': 6}","{'v1': 'W', 'v2': 'N'}",letter,
L3-44-00115-letter,L3-44-00115,letter,,,2,2,True,False,"{'v2': 2, 'v1': 2}","{'v1': 'K', 'v2': 'X'}",letter,
L3-44-00116-letter,L3-44-00116,letter,,,4,4,True,False,"{'v2': 0, 'v1': 4}","{'v1': 'N', 'v2': 'Q'}",letter,
L3-44-00117-letter,L3-44-00117,letter,,,8,8,True,False,"{'v2': 1, 'v1': 8}","{'v1': 'H', 'v2': 'V'}",letter,
L3-44-00118-letter,L3-44-00118,letter,,,4,4,True,False,"{'v2': 1, 'v1': 4}","{'v1': 'D', 'v2': 'V'}",letter,
L3-44-00119-letter,L3-44-00119,letter,,,2,2,True,False,"{'v2': 1, 'v1': 2}","{'v1': 'N', 'v2': 'D'}",letter,
L3-44-00120-letter,L3-44-00120,letter,,,7,7,True,False,"{'v2': 6, 'v1': 7}","{'v1': 'J', 'v2': 'V'}",letter,
L3-44-00121-letter,L3-44-00121,letter,,,3,3,True,False,"{'v2': 0, 'v1': 3}","{'v1': 'L', 'v2': 'P'}",letter,
L3-44-00122-letter,L3-44-00122,letter,,,2,2,True,False,"{'v2': 2, 'v1': 2}","{'v1': 'M', 'v2': 'D'}",letter,
L3-44-00123-letter,L3-44-00123,letter,,,6,6,True,False,"{'v2': 6, 'v1': 6}","{'v1': 'X', 'v2': 'K'}",letter,
L3-44-00124-letter,L3-44-00124,letter,,,9,9,True,False,"{'v2': 6, 'v1': 9}","{'v1': 'Z', 'v2': 'I'}",letter,
L3-44-00125-letter,L3-44-00125,letter,,,5,5,True,False,"{'v2': 5, 'v1': 5}","{'v1': 'S', 'v2': 'W'}",letter,
L3-44-00126-letter,L3-44-00126,letter,,,3,3,True,False,"{'v2': 2, 'v1': 3}","{'v1': 'M', 'v2': 'I'}",letter,
L3-44-00127-letter,L3-44-00127,letter,,,6,6,True,False,"{'v2': 5, 'v1': 6}","{'v1': 'W', 'v2': 'R'}",letter,
L3-44-00128-letter,L3-44-00128,letter,,,6,6,True,False,"{'v2': 5, 'v1': 6}","{'v1': 'B', 'v2': 'W'}",letter,
L3-44-00129-letter,L3-44-00129,letter,,,0,0,True,False,"{'v2': 9, 'v1': 0}","{'v1': 'A', 'v2': 'Q'}",letter,
L3-44-00130-letter,L3-44-00130,letter,,,6,6,True,False,"{'v2': 0, 'v1': 6}","{'v1': 'H', 'v2': 'M'}",letter,
L3-44-00131-letter,L3-44-00131,letter,,,2,2,True,False,"{'v2': 0, 'v1': 2}","{'v1': 'H', 'v2': 'A'}",letter,
L3-44-00132-letter,L3-44-00132,letter,,,4,4,True,False,"{'v2': 2, 'v1': 4}","{'v1': 'C', 'v2': 'R'}",letter,
L3-44-00133-letter,L3-44-00133,letter,,,4,4,True,False,"{'v2': 0, 'v1': 4}","{'v1': 'D', 'v2': 'Q'}",letter,
L3-44-00134-letter,L3-44-00134,letter,,,7,7,True,False,"{'v2': 1, 'v1': 7}","{'v1': 'B', 'v2': 'L'}",letter,
L3-44-00135-letter,L3-44-00135,letter,,,8,8,True,False,"{'v2': 3, 'v1': 8}","{'v1': 'F', 'v2': 'Y'}",letter,
L3-44-00136-letter,L3-44-00136,letter,,,5,5,True,False,"{'v2': 0, 'v1': 5}","{'v1': 'H', 'v2': 'M'}",letter,
L3-44-00137-letter,L3-44-00137,letter,,,2,2,True,False,"{'v2': 0, 'v1': 2}","{'v1': 'G', 'v2': 'W'}",letter,
L3-44-00138-letter,L3-44-00138,letter,,,2,2,True,False,"{'v2': 0, 'v1': 2}","{'v1': 'K', 'v2': 'N'}",letter,
L3-44-00139-letter,L3-44-00139,letter,,,0,0,True,False,"{'v2': 7, 'v1': 0}","{'v1': 'W', 'v2': 'K'}",letter,
L3-44-00140-letter,L3-44-00140,letter,,,3,3,True,False,"{'v2': 1, 'v1': 3}","{'v1': 'U', 'v2': 'X'}",letter,
L3-44-00141-letter,L3-44-00141,letter,,,5,5,True,False,"{'v2': 3, 'v1': 5}","{'v1': 'A', 'v2': 'G'}",letter,
L3-44-00142-letter,L3-44-00142,letter,,,4,4,True,False,"{'v2': 3, 'v1': 4}","{'v1': 'N', 'v2': 'W'}",letter,
L3-44-00143-letter,L3-44-00143,letter,,,6,6,True,False,"{'v2': 6, 'v1': 6}","{'v1': 'M', 'v2': 'Y'}",letter,
L3-44-00144-letter,L3-44-00144,letter,,,1,1,True,False,"{'v2': 2, 'v1': 1}","{'v1': 'U', 'v2': 'H'}",letter,
L3-44-00145-letter,L3-44-00145,letter,,,9,9,True,False,"{'v2': 8, 'v1': 9}","{'v1': 'S', 'v2': 'C'}",letter,
L3-44-00146-letter,L3-44-00146,letter,,,9,9,True,False,"{'v2': 8, 'v1': 9}","{'v1': 'E', 'v2': 'A'}",letter,
L3-44-00147-letter,L3-44-00147,letter,,,9,9,True,False,"{'v2': 9, 'v1': 9}","{'v1': 'L', 'v2': 'V'}",letter,
L3-44-00148-letter,L3-44-00148,letter,,,5,5,True,False,"{'v2': 3, 'v1': 5}","{'v1': 'G', 'v2': 'E'}",letter,
L3-44-00149-letter,L3-44-00149,letter,,,1,1,True,False,"{'v2': 3, 'v1': 1}","{'v1': 'L', 'v2': 'N'}",letter,
L3-44-00150-letter,L3-44-00150,letter,,,1,1,True,False,"{'v2': 2, 'v1': 1}","{'v1': 'N', 'v2': 'L'}",letter,
L3-44-00151-letter,L3-44-00151,letter,,,8,8,True,False,"{'v2': 8, 'v1': 8}","{'v1': 'J', 'v2': 'Q'}",letter,
L3-44-00152-letter,L3-44-00152,letter,,,5,5,True,False,"{'v2': 0, 'v1': 5}","{'v1': 'M', 'v2': 'J'}",letter,
L3-44-00153-letter,L3-44-00153,letter,,,4,4,True,False,"{'v2': 2, 'v1': 4}","{'v1': 'G', 'v2': 'R'}",letter,
L3-44-00154-letter,L3-44-00154,letter,,,5,5,True,False,"{'v2': 0, 'v1': 5}","{'v1': 'N', 'v2': 'R'}",letter,
L3-44-00155-letter,L3-44-00155,letter,,,0,0,True,False,"{'v2': 1, 'v1': 0}","{'v1': 'M', 'v2': 'L'}",letter,
L3-44-00156-letter,L3-44-00156,letter,,,0,0,True,False,"{'v2': 3, 'v1': 0}","{'v1': 'N', 'v2': 'W'}",letter,
L3-44-00157-letter,L3-44-00157,letter,,,3,3,True,False,"{'v2': 2, 'v1': 3}","{'v1': 'J', 'v2': 'W'}",letter,
L3-44-00158-letter,L3-44-00158,letter,,,8,8,True,False,"{'v2': 1, 'v1': 8}","{'v1': 'T', 'v2': 'X'}",letter,
L3-44-00159-letter,L3-44-00159,letter,,,1,1,True,False,"{'v2': 1, 'v1': 1}","{'v1': 'G', 'v2': 'B'}",letter,
L3-44-00160-letter,L3-44-00160,letter,,,0,0,True,False,"{'v2': 2, 'v1': 0}","{'v1': 'L', 'v2': 'W'}",letter,
L3-44-00161-letter,L3-44-00161,letter,,,1,1,True,False,"{'v2': 0, 'v1': 1}","{'v1': 'W', 'v2': 'S'}",letter,
L3-44-00162-letter,L3-44-00162,letter,,,4,4,True,False,"{'v2': 5, 'v1': 4}","{'v1': 'C', 'v2': 'R'}",letter,
L3-44-00163-letter,L3-44-00163,letter,,,2,2,True,False,"{'v2': 1, 'v1': 2}","{'v1': 'I', 'v2': 'E'}",letter,
L3-44-00164-letter,L3-44-00164,letter,,,5,5,True,False,"{'v2': 0, 'v1': 5}","{'v1': 'K', 'v2': 'P'}",letter,
L3-44-00165-letter,L3-44-00165,letter,,,7,7,True,False,"{'v2': 1, 'v1': 7}","{'v1': 'Z', 'v2': 'O'}",letter,
L3-44-00166-letter,L3-44-00166,letter,,,6,6,True,False,"{'v2': 1, 'v1': 6}","{'v1': 'N', 'v2': 'I'}",letter,
L3-44-00167-letter,L3-44-00167,letter,,,0,0,True,False,"{'v2': 2, 'v1': 0}","{'v1': 'X', 'v2': 'F'}",letter,
L3-44-00168-letter,L3-44-00168,letter,,,4,4,True,False,"{'v2': 1, 'v1': 4}","{'v1': 'K', 'v2': 'Y'}",letter,
L3-44-00169-letter,L3-44-00169,letter,,,8,8,True,False,"{'v2': 6, 'v1': 8}","{'v1': 'U', 'v2': 'K'}",letter,
L3-44-00170-letter,L3-44-00170,letter,,,1,1,True,False,"{'v2': 7, 'v1': 1}","{'v1': 'D', 'v2': 'K'}",letter,
L3-44-00171-letter,L3-44-00171,letter,,,1,1,True,False,"{'v2': 5, 'v1': 1}","{'v1': 'O', 'v2': 'E'}",letter,
L3-44-00172-letter,L3-44-00172,letter,,,8,8,True,False,"{'v2': 0, 'v1': 8}","{'v1': 'X', 'v2': 'F'}",letter,
L3-44-00173-letter,L3-44-00173,letter,,,7,7,True,False,"{'v2': 2, 'v1': 7}","{'v1': 'I', 'v2': 'H'}",letter,
L3-44-00174-letter,L3-44-00174,letter,,,3,3,True,False,"{'v2': 1, 'v1': 3}","{'v1': 'O', 'v2': 'R'}",letter,
L3-44-00175-letter,L3-44-00175,letter,,,0,0,True,False,"{'v2': 1, 'v1': 0}","{'v1': 'R', 'v2': 'C'}",letter,
L3-44-00176-letter,L3-44-00176,letter,,,0,0,True,False,"{'v2': 6, 'v1': 0}","{'v1': 'M', 'v2': 'W'}",letter,
L3-44-00177-letter,L3-44-00177,letter,,,7,7,True,False,"{'v2': 6, 'v1': 7}","{'v1': 'S', 'v2': 'F'}",letter,
L3-44-00178-letter,L3-44-00178,letter,,,7,7,True,False,"{'v2': 1, 'v1': 7}","{'v1': 'S', 'v2': 'Z'}",letter,
L3-44-00179-letter,L3-44-00179,letter,,,6,6,True,False,"{'v2': 2, 'v1': 6}","{'v1': 'U', 'v2': 'H'}",letter,
L3-44-00180-letter,L3-44-00180,letter,,,3,3,True,False,"{'v2': 0, 'v1': 3}","{'v1': 'E', 'v2': 'G'}",letter,
L3-44-00181-letter,L3-44-00181,letter,,,2,2,True,False,"{'v2': 1, 'v1': 2}","{'v1': 'T', 'v2': 'L'}",letter,
L3-44-00182-letter,L3-44-00182,letter,,,2,2,True,False,"{'v2': 6, 'v1': 2}","{'v1': 'X', 'v2': 'N'}",letter,
L3-44-00183-letter,L3-44-00183,letter,,,6,6,True,False,"{'v2': 6, 'v1': 6}","{'v1': 'M', 'v2': 'Y'}",letter,
L3-44-00184-letter,L3-44-00184,letter,,,7,7,True,False,"{'v2': 2, 'v1': 7}","{'v1': 'V', 'v2': 'P'}",letter,
L3-44-00185-letter,L3-44-00185,letter,,,1,1,True,False,"{'v2': 7, 'v1': 1}","{'v1': 'S', 'v2': 'T'}",letter,
L3-44-00186-letter,L3-44-00186,letter,,,5,5,True,False,"{'v2': 0, 'v1': 5}","{'v1': 'A', 'v2': 'U'}",letter,
