id,set_id,condition,target,lure,answer,pred,correct,pred_is_lure,values,names,group,names_target
L2-44-00027-cong@v1,L2-44-00027,congruent,v1,,2,2.0,True,False,"{'v1': 2, 'v2': 2}","{'v1': 'two', 'v2': 'roof'}",congruent@v1,two
L2-44-00028-cong@v1,L2-44-00028,congruent,v1,,0,0.0,True,False,"{'v1': 1, 'v2': 0}","{'v1': 'one', 'v2': 'desk'}",congruent@v1,one
L2-44-00029-cong@v1,L2-44-00029,congruent,v1,,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'zero', 'v2': 'road'}",congruent@v1,zero
L2-44-00030-cong@v1,L2-44-00030,congruent,v1,,1,1.0,True,False,"{'v1': 5, 'v2': 1}","{'v1': 'five', 'v2': 'map'}",congruent@v1,five
L2-44-00031-cong@v1,L2-44-00031,congruent,v1,,3,3.0,True,False,"{'v1': 5, 'v2': 3}","{'v1': 'five', 'v2': 'van'}",congruent@v1,five
L2-44-00032-cong@v1,L2-44-00032,congruent,v1,,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'one', 'v2': 'ant'}",congruent@v1,one
L2-44-00033-cong@v1,L2-44-00033,congruent,v1,,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'one', 'v2': 'sock'}",congruent@v1,one
L2-44-00034-cong@v1,L2-44-00034,congruent,v1,,1,1.0,True,False,"{'v1': 0, 'v2': 1}","{'v1': 'zero', 'v2': 'moon'}",congruent@v1,zero
L2-44-00035-cong@v1,L2-44-00035,congruent,v1,,4,4.0,True,False,"{'v1': 3, 'v2': 4}","{'v1': 'three', 'v2': 'bag'}",congruent@v1,three
L2-44-00036-cong@v1,L2-44-00036,congruent,v1,,0,0.0,True,False,"{'v1': 7, 'v2': 0}","{'v1': 'seven', 'v2': 'truck'}",congruent@v1,seven
L2-44-00037-cong@v1,L2-44-00037,congruent,v1,,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'one', 'v2': 'river'}",congruent@v1,one
L2-44-00038-cong@v1,L2-44-00038,congruent,v1,,0,0.0,True,False,"{'v1': 7, 'v2': 0}","{'v1': 'seven', 'v2': 'salt'}",congruent@v1,seven
L2-44-00039-cong@v1,L2-44-00039,congruent,v1,,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'five', 'v2': 'rug'}",congruent@v1,five
L2-44-00040-cong@v1,L2-44-00040,congruent,v1,,8,8.0,True,False,"{'v1': 1, 'v2': 8}","{'v1': 'one', 'v2': 'bin'}",congruent@v1,one
L2-44-00041-cong@v1,L2-44-00041,congruent,v1,,5,5.0,True,False,"{'v1': 3, 'v2': 5}","{'v1': 'three', 'v2': 'egg'}",congruent@v1,three
L2-44-00042-cong@v1,L2-44-00042,congruent,v1,,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'one', 'v2': 'bed'}",congruent@v1,one
L2-44-00043-cong@v1,L2-44-00043,congruent,v1,,3,3.0,True,False,"{'v1': 5, 'v2': 3}","{'v1': 'five', 'v2': 'door'}",congruent@v1,five
L2-44-00044-cong@v1,L2-44-00044,congruent,v1,,7,7.0,True,False,"{'v1': 6, 'v2': 7}","{'v1': 'six', 'v2': 'coat'}",congruent@v1,six
L2-44-00045-cong@v1,L2-44-00045,congruent,v1,,5,5.0,True,False,"{'v1': 2, 'v2': 5}","{'v1': 'two', 'v2': 'lake'}",congruent@v1,two
L2-44-00046-cong@v1,L2-44-00046,congruent,v1,,8,8.0,True,False,"{'v1': 7, 'v2': 8}","{'v1': 'seven', 'v2': 'rod'}",congruent@v1,seven
L2-44-00047-cong@v1,L2-44-00047,congruent,v1,,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'five', 'v2': 'ham'}",congruent@v1,five
L2-44-00048-cong@v1,L2-44-00048,congruent,v1,,3,3.0,True,False,"{'v1': 3, 'v2': 3}","{'v1': 'three', 'v2': 'fish'}",congruent@v1,three
L2-44-00049-cong@v1,L2-44-00049,congruent,v1,,3,3.0,True,False,"{'v1': 0, 'v2': 3}","{'v1': 'zero', 'v2': 'cat'}",congruent@v1,zero
L2-44-00050-cong@v1,L2-44-00050,congruent,v1,,4,4.0,True,False,"{'v1': 3, 'v2': 4}","{'v1': 'three', 'v2': 'ant'}",congruent@v1,three
L2-44-00051-cong@v1,L2-44-00051,congruent,v1,,9,9.0,True,False,"{'v1': 8, 'v2': 9}","{'v1': 'eight', 'v2': 'lake'}",congruent@v1,eight
L2-44-00052-cong@v1,L2-44-00052,congruent,v1,,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'two', 'v2': 'rod'}",congruent@v1,two
L2-44-00053-cong@v1,L2-44-00053,congruent,v1,,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'five', 'v2': 'nut'}",congruent@v1,five
L2-44-00054-cong@v1,L2-44-00054,congruent,v1,,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'two', 'v2': 'nest'}",congruent@v1,two
L2-44-00055-cong@v1,L2-44-00055,congruent,v1,,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'one', 'v2': 'hill'}",congruent@v1,one
L2-44-00056-cong@v1,L2-44-00056,congruent,v1,,8,8.0,True,False,"{'v1': 0, 'v2': 8}","{'v1': 'zero', 'v2': 'yard'}",congruent@v1,zero
L2-44-00057-cong@v1,L2-44-00057,congruent,v1,,7,7.0,True,False,"{'v1': 2, 'v2': 7}","{'v1': 'two', 'v2': 'moon'}",congruent@v1,two
L2-44-00058-cong@v1,L2-44-00058,congruent,v1,,9,9.0,True,False,"{'v1': 1, 'v2': 9}","{'v1': 'one', 'v2': 'soup'}",congruent@v1,one
L2-44-00059-cong@v1,L2-44-00059,congruent,v1,,9,9.0,True,False,"{'v1': 7, 'v2': 9}","{'v1': 'seven', 'v2': 'fox'}",congruent@v1,seven
L2-44-00060-cong@v1,L2-44-00060,congruent,v1,,2,2.0,True,False,"{'v1': 7, 'v2': 2}","{'v1': 'seven', 'v2': 'water'}",congruent@v1,seven
L2-44-00061-cong@v1,L2-44-00061,congruent,v1,,5,5.0,True,False,"{'v1': 1, 'v2': 5}","{'v1': 'one', 'v2': 'cake'}",congruent@v1,one
L2-44-00062-cong@v1,L2-44-00062,congruent,v1,,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'zero', 'v2': 'fig'}",congruent@v1,zero
L2-44-00063-cong@v1,L2-44-00063,congruent,v1,,2,2.0,True,False,"{'v1': 2, 'v2': 2}","{'v1': 'two', 'v2': 'seed'}",congruent@v1,two
L2-44-00064-cong@v1,L2-44-00064,congruent,v1,,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'one', 'v2': 'hill'}",congruent@v1,one
L2-44-00065-cong@v1,L2-44-00065,congruent,v1,,1,8.0,False,False,"{'v1': 7, 'v2': 1}","{'v1': 'seven', 'v2': 'bee'}",congruent@v1,seven
L2-44-00066-cong@v1,L2-44-00066,congruent,v1,,8,8.0,True,False,"{'v1': 7, 'v2': 8}","{'v1': 'seven', 'v2': 'bee'}",congruent@v1,seven
L2-44-00067-cong@v1,L2-44-00067,congruent,v1,,9,9.0,True,False,"{'v1': 1, 'v2': 9}","{'v1': 'one', 'v2': 'lake'}",congruent@v1,one
L2-44-00068-cong@v1,L2-44-00068,congruent,v1,,9,9.0,True,False,"{'v1': 6, 'v2': 9}","{'v1': 'six', 'v2': 'rug'}",congruent@v1,six
L2-44-00069-cong@v1,L2-44-00069,congruent,v1,,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'one', 'v2': 'pan'}",congruent@v1,one
L2-44-00070-cong@v1,L2-44-00070,congruent,v1,,6,6.0,True,False,"{'v1': 1, 'v2': 6}","{'v1': 'one', 'v2': 'chair'}",congruent@v1,one
L2-44-00071-cong@v1,L2-44-00071,congruent,v1,,1,1.0,True,False,"{'v1': 2, 'v2': 1}","{'v1': 'two', 'v2': 'box'}",congruent@v1,two
L2-44-00072-cong@v1,L2-44-00072,congruent,v1,,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'one', 'v2': 'cloud'}",congruent@v1,one
L2-44-00073-cong@v1,L2-44-00073,congruent,v1,,1,1.0,True,False,"{'v1': 8, 'v2': 1}","{'v1': 'eight', 'v2': 'fox'}",congruent@v1,eight
L2-44-00074-cong@v1,L2-44-00074,congruent,v1,,8,8.0,True,False,"{'v1': 0, 'v2': 8}","{'v1': 'zero', 'v2': 'coat'}",congruent@v1,zero
L2-44-00075-cong@v1,L2-44-00075,congruent,v1,,9,9.0,True,False,"{'v1': 6, 'v2': 9}","{'v1': 'six', 'v2': 'seed'}",congruent@v1,six
L2-44-00076-cong@v1,L2-44-00076,congruent,v1,,4,4.0,True,False,"{'v1': 3, 'v2': 4}","{'v1': 'three', 'v2': 'bread'}",congruent@v1,three
L2-44-00077-cong@v1,L2-44-00077,congruent,v1,,4,-2.0,False,False,"{'v1': 2, 'v2': 4}","{'v1': 'two', 'v2': 'nest'}",congruent@v1,two
L2-44-00078-cong@v1,L2-44-00078,congruent,v1,,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'zero', 'v2': 'ink'}",congruent@v1,zero
L2-44-00079-cong@v1,L2-44-00079,congruent,v1,,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'five', 'v2': 'pan'}",congruent@v1,five
L2-44-00080-cong@v1,L2-44-00080,congruent,v1,,8,8.0,True,False,"{'v1': 7, 'v2': 8}","{'v1': 'seven', 'v2': 'ham'}",congruent@v1,seven
L2-44-00081-cong@v1,L2-44-00081,congruent,v1,,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'one', 'v2': 'van'}",congruent@v1,one
L2-44-00082-cong@v1,L2-44-00082,congruent,v1,,8,8.0,True,False,"{'v1': 5, 'v2': 8}","{'v1': 'five', 'v2': 'coat'}",congruent@v1,five
L2-44-00083-cong@v1,L2-44-00083,congruent,v1,,9,9.0,True,False,"{'v1': 9, 'v2': 9}","{'v1': 'nine', 'v2': 'rod'}",congruent@v1,nine
L2-44-00084-cong@v1,L2-44-00084,congruent,v1,,7,7.0,True,False,"{'v1': 1, 'v2': 7}","{'v1': 'one', 'v2': 'sky'}",congruent@v1,one
L2-44-00085-cong@v1,L2-44-00085,congruent,v1,,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'zero', 'v2': 'lake'}",congruent@v1,zero
L2-44-00086-cong@v1,L2-44-00086,congruent,v1,,7,7.0,True,False,"{'v1': 7, 'v2': 7}","{'v1': 'seven', 'v2': 'bee'}",congruent@v1,seven
L2-44-00087-cong@v1,L2-44-00087,congruent,v1,,0,0.0,True,False,"{'v1': 1, 'v2': 0}","{'v1': 'one', 'v2': 'fig'}",congruent@v1,one
L2-44-00088-cong@v1,L2-44-00088,congruent,v1,,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'five', 'v2': 'ant'}",congruent@v1,five
L2-44-00089-cong@v1,L2-44-00089,congruent,v1,,9,9.0,True,False,"{'v1': 9, 'v2': 9}","{'v1': 'nine', 'v2': 'yard'}",congruent@v1,nine
L2-44-00090-cong@v1,L2-44-00090,congruent,v1,,9,9.0,True,False,"{'v1': 2, 'v2': 9}","{'v1': 'two', 'v2': 'sock'}",congruent@v1,two
L2-44-00091-cong@v1,L2-44-00091,congruent,v1,,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'zero', 'v2': 'apple'}",congruent@v1,zero
L2-44-00092-cong@v1,L2-44-00092,congruent,v1,,0,0.0,True,False,"{'v1': 5, 'v2': 0}","{'v1': 'five', 'v2': 'egg'}",congruent@v1,five
L2-44-00093-cong@v1,L2-44-00093,congruent,v1,,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'one', 'v2': 'dog'}",congruent@v1,one
L2-44-00094-cong@v1,L2-44-00094,congruent,v1,,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'one', 'v2': 'hat'}",congruent@v1,one
L2-44-00095-cong@v1,L2-44-00095,congruent,v1,,0,0.0,True,False,"{'v1': 1, 'v2': 0}","{'v1': 'one', 'v2': 'rag'}",congruent@v1,one
L2-44-00096-cong@v1,L2-44-00096,congruent,v1,,5,5.0,True,False,"{'v1': 3, 'v2': 5}","{'v1': 'three', 'v2': 'cap'}",congruent@v1,three
L2-44-00097-cong@v1,L2-44-00097,congruent,v1,,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'two', 'v2': 'ant'}",congruent@v1,two
L2-44-00098-cong@v1,L2-44-00098,congruent,v1,,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'two', 'v2': 'water'}",congruent@v1,two
L2-44-00099-cong@v1,L2-44-00099,congruent,v1,,9,9.0,True,False,"{'v1': 2, 'v2': 9}","{'v1': 'two', 'v2': 'bed'}",congruent@v1,two
L2-44-00100-cong@v1,L2-44-00100,congruent,v1,,4,4.0,True,False,"{'v1': 5, 'v2': 4}","{'v1': 'five', 'v2': 'wolf'}",congruent@v1,five
L2-44-00101-cong@v1,L2-44-00101,congruent,v1,,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'two', 'v2': 'car'}",congruent@v1,two
L2-44-00102-cong@v1,L2-44-00102,congruent,v1,,3,3.0,True,False,"{'v1': 0, 'v2': 3}","{'v1': 'zero', 'v2': 'star'}",congruent@v1,zero
L2-44-00103-cong@v1,L2-44-00103,congruent,v1,,2,2.0,True,False,"{'v1': 0, 'v2': 2}","{'v1': 'zero', 'v2': 'net'}",congruent@v1,zero
L2-44-00104-cong@v1,L2-44-00104,congruent,v1,,8,8.0,True,False,"{'v1': 3, 'v2': 8}","{'v1': 'three', 'v2': 'water'}",congruent@v1,three
L2-44-00105-cong@v1,L2-44-00105,congruent,v1,,7,7.0,True,False,"{'v1': 0, 'v2': 7}","{'v1': 'zero', 'v2': 'toy'}",congruent@v1,zero
L2-44-00106-cong@v1,L2-44-00106,congruent,v1,,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'two', 'v2': 'lamp'}",congruent@v1,two
L2-44-00107-cong@v1,L2-44-00107,congruent,v1,,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'one', 'v2': 'coat'}",congruent@v1,one
L2-44-00108-cong@v1,L2-44-00108,congruent,v1,,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'five', 'v2': 'net'}",congruent@v1,five
L2-44-00109-cong@v1,L2-44-00109,congruent,v1,,5,5.0,True,False,"{'v1': 0, 'v2': 5}","{'v1': 'zero', 'v2': 'boat'}",congruent@v1,zero
L2-44-00110-cong@v1,L2-44-00110,congruent,v1,,6,6.0,True,False,"{'v1': 5, 'v2': 6}","{'v1': 'five', 'v2': 'ink'}",congruent@v1,five
L2-44-00111-cong@v1,L2-44-00111,congruent,v1,,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'five', 'v2': 'desk'}",congruent@v1,five
L2-44-00112-cong@v1,L2-44-00112,congruent,v1,,1,1.0,True,False,"{'v1': 6, 'v2': 1}","{'v1': 'six', 'v2': 'fish'}",congruent@v1,six
L2-44-00113-cong@v1,L2-44-00113,congruent,v1,,0,3.0,False,False,"{'v1': 8, 'v2': 0}","{'v1': 'eight', 'v2': 'tea'}",congruent@v1,eight
L2-44-00114-cong@v1,L2-44-00114,congruent,v1,,6,6.0,True,False,"{'v1': 3, 'v2': 6}","{'v1': 'three', 'v2': 'ring'}",congruent@v1,three
L2-44-00115-cong@v1,L2-44-00115,congruent,v1,,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'zero', 'v2': 'river'}",congruent@v1,zero
L2-44-00116-cong@v1,L2-44-00116,congruent,v1,,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'two', 'v2': 'frog'}",congruent@v1,two
L2-44-00117-cong@v1,L2-44-00117,congruent,v1,,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'zero', 'v2': 'hat'}",congruent@v1,zero
L2-44-00118-cong@v1,L2-44-00118,congruent,v1,,8,8.0,True,False,"{'v1': 1, 'v2': 8}","{'v1': 'one', 'v2': 'river'}",congruent@v1,one
L2-44-00119-cong@v1,L2-44-00119,congruent,v1,,3,3.0,True,False,"{'v1': 6, 'v2': 3}","{'v1': 'six', 'v2': 'rag'}",congruent@v1,six
L2-44-00120-cong@v1,L2-44-00120,congruent,v1,,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'zero', 'v2': 'rod'}",congruent@v1,zero
L2-44-00121-cong@v1,L2-44-00121,congruent,v1,,8,8.0,True,False,"{'v1': 8, 'v2': 8}","{'v1': 'eight', 'v2': 'river'}",congruent@v1,eight
L2-44-00122-cong@v1,L2-44-00122,congruent,v1,,9,9.0,True,False,"{'v1': 0, 'v2': 9}","{'v1': 'zero', 'v2': 'cap'}",congruent@v1,zero
L2-44-00123-cong@v1,L2-44-00123,congruent,v1,,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'five', 'v2': 'chair'}",congruent@v1,five
L2-44-00124-cong@v1,L2-44-00124,congruent,v1,,7,7.0,True,False,"{'v1': 0, 'v2': 7}","{'v1': 'zero', 'v2': 'ant'}",congruent@v1,zero
L2-44-00125-cong@v1,L2-44-00125,congruent,v1,,2,2.0,True,False,"{'v1': 2, 'v2': 2}","{'v1': 'two', 'v2': 'shirt'}",congruent@v1,two
L2-44-00126-cong@v1,L2-44-00126,congruent,v1,,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'five', 'v2': 'bed'}",congruent@v1,five
L2-44-00127-cong@v1,L2-44-00127,congruent,v1,,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'one', 'v2': 'ship'}",congruent@v1,one
L2-44-00128-cong@v1,L2-44-00128,congruent,v1,,4,4.0,True,False,"{'v1': 0, 'v2': 4}","{'v1': 'zero', 'v2': 'star'}",congruent@v1,zero
L2-44-00129-cong@v1,L2-44-00129,congruent,v1,,4,4.0,True,False,"{'v1': 1, 'v2': 4}","{'v1': 'one', 'v2': 'rag'}",congruent@v1,one
L2-44-00130-cong@v1,L2-44-00130,congruent,v1,,2,2.0,True,False,"{'v1': 6, 'v2': 2}","{'v1': 'six', 'v2': 'bed'}",congruent@v1,six
L2-44-00131-cong@v1,L2-44-00131,congruent,v1,,9,9.0,True,False,"{'v1': 8, 'v2': 9}","{'v1': 'eight', 'v2': 'fish'}",congruent@v1,eight
L2-44-00132-cong@v1,L2-44-00132,congruent,v1,,3,3.0,True,False,"{'v1': 2, 'v2': 3}","{'v1': 'two', 'v2': 'fork'}",congruent@v1,two
L2-44-00133-cong@v1,L2-44-00133,congruent,v1,,8,8.0,True,False,"{'v1': 8, 'v2': 8}","{'v1': 'eight', 'v2': 'desk'}",congruent@v1,eight
L2-44-00134-cong@v1,L2-44-00134,congruent,v1,,9,9.0,True,False,"{'v1': 6, 'v2': 9}","{'v1': 'six', 'v2': 'river'}",congruent@v1,six
L2-44-00135-cong@v1,L2-44-00135,congruent,v1,,7,7.0,True,False,"{'v1': 7, 'v2': 7}","{'v1': 'seven', 'v2': 'pot'}",congruent@v1,seven
L2-44-00136-cong@v1,L2-44-00136,congruent,v1,,3,3.0,True,False,"{'v1': 0, 'v2': 3}","{'v1': 'zero', 'v2': 'key'}",congruent@v1,zero
L2-44-00137-cong@v1,L2-44-00137,congruent,v1,,8,8.0,True,False,"{'v1': 0, 'v2': 8}","{'v1': 'zero', 'v2': 'fan'}",congruent@v1,zero
L2-44-00138-cong@v1,L2-44-00138,congruent,v1,,1,1.0,True,False,"{'v1': 0, 'v2': 1}","{'v1': 'zero', 'v2': 'jar'}",congruent@v1,zero
L2-44-00139-cong@v1,L2-44-00139,congruent,v1,,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'two', 'v2': 'ant'}",congruent@v1,two
L2-44-00140-cong@v1,L2-44-00140,congruent,v1,,8,8.0,True,False,"{'v1': 0, 'v2': 8}","{'v1': 'zero', 'v2': 'lake'}",congruent@v1,zero
L2-44-00141-cong@v1,L2-44-00141,congruent,v1,,9,9.0,True,False,"{'v1': 1, 'v2': 9}","{'v1': 'one', 'v2': 'seed'}",congruent@v1,one
L2-44-00142-cong@v1,L2-44-00142,congruent,v1,,9,9.0,True,False,"{'v1': 3, 'v2': 9}","{'v1': 'three', 'v2': 'boat'}",congruent@v1,three
L2-44-00143-cong@v1,L2-44-00143,congruent,v1,,0,0.0,True,False,"{'v1': 8, 'v2': 0}","{'v1': 'eight', 'v2': 'jar'}",congruent@v1,eight
L2-44-00144-cong@v1,L2-44-00144,congruent,v1,,1,1.0,True,False,"{'v1': 0, 'v2': 1}","{'v1': 'zero', 'v2': 'river'}",congruent@v1,zero
L2-44-00145-cong@v1,L2-44-00145,congruent,v1,,6,6.0,True,False,"{'v1': 1, 'v2': 6}","{'v1': 'one', 'v2': 'bin'}",congruent@v1,one
L2-44-00146-cong@v1,L2-44-00146,congruent,v1,,6,6.0,True,False,"{'v1': 6, 'v2': 6}","{'v1': 'six', 'v2': 'van'}",congruent@v1,six
L2-44-00147-cong@v1,L2-44-00147,congruent,v1,,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'five', 'v2': 'pan'}",congruent@v1,five
L2-44-00148-cong@v1,L2-44-00148,congruent,v1,,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'one', 'v2': 'nut'}",congruent@v1,one
L2-44-00149-cong@v1,L2-44-00149,congruent,v1,,4,4.0,True,False,"{'v1': 5, 'v2': 4}","{'v1': 'five', 'v2': 'ring'}",congruent@v1,five
L2-44-00150-cong@v1,L2-44-00150,congruent,v1,,2,2.0,True,False,"{'v1': 2, 'v2': 2}","{'v1': 'two', 'v2': 'net'}",congruent@v1,two
L2-44-00151-cong@v1,L2-44-00151,congruent,v1,,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'zero', 'v2': 'rug'}",congruent@v1,zero
L2-44-00152-cong@v1,L2-44-00152,congruent,v1,,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'two', 'v2': 'pig'}",congruent@v1,two
L2-44-00153-cong@v1,L2-44-00153,congruent,v1,,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'two', 'v2': 'chair'}",congruent@v1,two
L2-44-00154-cong@v1,L2-44-00154,congruent,v1,,0,0.0,True,False,"{'v1': 8, 'v2': 0}","{'v1': 'eight', 'v2': 'book'}",congruent@v1,eight
L2-44-00155-cong@v1,L2-44-00155,congruent,v1,,6,6.0,True,False,"{'v1': 6, 'v2': 6}","{'v1': 'six', 'v2': 'nest'}",congruent@v1,six
L2-44-00156-cong@v1,L2-44-00156,congruent,v1,,0,-2.0,False,False,"{'v1': 5, 'v2': 0}","{'v1': 'five', 'v2': 'cap'}",congruent@v1,five
