id,set_id,condition,target,lure,answer,pred,correct,pred_is_lure,values,group,names_target
L3-44-00130-cong@v1,L3-44-00130,congruent,v1,,6,0,False,False,"{'v2': 0, 'v1': 6}",congruent@v1,
L3-44-00131-cong@v1,L3-44-00131,congruent,v1,,2,0,False,False,"{'v2': 0, 'v1': 2}",congruent@v1,
L3-44-00132-cong@v1,L3-44-00132,congruent,v1,,4,0,False,False,"{'v2': 2, 'v1': 4}",congruent@v1,
L3-44-00133-cong@v1,L3-44-00133,congruent,v1,,4,4,True,False,"{'v2': 0, 'v1': 4}",congruent@v1,
L3-44-00134-cong@v1,L3-44-00134,congruent,v1,,7,6,False,False,"{'v2': 1, 'v1': 7}",congruent@v1,
L3-44-00135-cong@v1,L3-44-00135,congruent,v1,,8,5,False,False,"{'v2': 3, 'v1': 8}",congruent@v1,
L3-44-00136-cong@v1,L3-44-00136,congruent,v1,,5,0,False,False,"{'v2': 0, 'v1': 5}",congruent@v1,
L3-44-00137-cong@v1,L3-44-00137,congruent,v1,,2,0,False,False,"{'v2': 0, 'v1': 2}",congruent@v1,
L3-44-00138-cong@v1,L3-44-00138,congruent,v1,,2,0,False,False,"{'v2': 0, 'v1': 2}",congruent@v1,
L3-44-00139-cong@v1,L3-44-00139,congruent,v1,,0,0,True,False,"{'v2': 7, 'v1': 0}",congruent@v1,
L3-44-00140-cong@v1,L3-44-00140,congruent,v1,,3,0,False,False,"{'v2': 1, 'v1': 3}",congruent@v1,
L3-44-00141-cong@v1,L3-44-00141,congruent,v1,,5,3,False,False,"{'v2': 3, 'v1': 5}",congruent@v1,
L3-44-00142-cong@v1,L3-44-00142,congruent,v1,,4,3,False,False,"{'v2': 3, 'v1': 4}",congruent@v1,
L3-44-00143-cong@v1,L3-44-00143,congruent,v1,,6,6,True,False,"{'v2': 6, 'v1': 6}",congruent@v1,
L3-44-00144-cong@v1,L3-44-00144,congruent,v1,,1,0,False,False,"{'v2': 2, 'v1': 1}",congruent@v1,
L3-44-00145-cong@v1,L3-44-00145,congruent,v1,,9,8,False,False,"{'v2': 8, 'v1': 9}",congruent@v1,
L3-44-00146-cong@v1,L3-44-00146,congruent,v1,,9,8,False,False,"{'v2': 8, 'v1': 9}",congruent@v1,
L3-44-00147-cong@v1,L3-44-00147,congruent,v1,,9,9,True,False,"{'v2': 9, 'v1': 9}",congruent@v1,
L3-44-00148-cong@v1,L3-44-00148,congruent,v1,,5,0,False,False,"{'v2': 3, 'v1': 5}",congruent@v1,
L3-44-00149-cong@v1,L3-44-00149,congruent,v1,,1,3,False,False,"{'v2': 3, 'v1': 1}",congruent@v1,
L3-44-00150-cong@v1,L3-44-00150,congruent,v1,,1,0,False,False,"{'v2': 2, 'v1': 1}",congruent@v1,
L3-44-00151-cong@v1,L3-44-00151,congruent,v1,,8,8,True,False,"{'v2': 8, 'v1': 8}",congruent@v1,
L3-44-00152-cong@v1,L3-44-00152,congruent,v1,,5,0,False,False,"{'v2': 0, 'v1': 5}",congruent@v1,
L3-44-00153-cong@v1,L3-44-00153,congruent,v1,,4,0,False,False,"{'v2': 2, 'v1': 4}",congruent@v1,
L3-44-00154-cong@v1,L3-44-00154,congruent,v1,,5,0,False,False,"{'v2': 0, 'v1': 5}",congruent@v1,
L3-44-00155-cong@v1,L3-44-00155,congruent,v1,,0,0,True,False,"{'v2': 1, 'v1': 0}",congruent@v1,
L3-44-00156-cong@v1,L3-44-00156,congruent,v1,,0,0,True,False,"{'v2': 3, 'v1': 0}",congruent@v1,
L3-44-00157-cong@v1,L3-44-00157,congruent,v1,,3,0,False,False,"{'v2': 2, 'v1': 3}",congruent@v1,
L3-44-00158-cong@v1,L3-44-00158,congruent,v1,,8,0,False,False,"{'v2': 1, 'v1': 8}",congruent@v1,
L3-44-00159-cong@v1,L3-44-00159,congruent,v1,,1,1,True,False,"{'v2': 1, 'v1': 1}",congruent@v1,
L3-44-00160-cong@v1,L3-44-00160,congruent,v1,,0,0,True,False,"{'v2': 2, 'v1': 0}",congruent@v1,
L3-44-00161-cong@v1,L3-44-00161,congruent,v1,,1,0,False,False,"{'v2': 0, 'v1': 1}",congruent@v1,
L3-44-00162-cong@v1,L3-44-00162,congruent,v1,,4,4,True,False,"{'v2': 5, 'v1': 4}",congruent@v1,
L3-44-00163-cong@v1,L3-44-00163,congruent,v1,,2,0,False,False,"{'v2': 1, 'v1': 2}",congruent@v1,
L3-44-00164-cong@v1,L3-44-00164,congruent,v1,,5,3,False,False,"{'v2': 0, 'v1': 5}",congruent@v1,
L3-44-00165-cong@v1,L3-44-00165,congruent,v1,,7,0,False,False,"{'v2': 1, 'v1': 7}",congruent@v1,
L3-44-00166-cong@v1,L3-44-00166,congruent,v1,,6,4,False,False,"{'v2': 1, 'v1': 6}",congruent@v1,
L3-44-00167-cong@v1,L3-44-00167,congruent,v1,,0,0,True,False,"{'v2': 2, 'v1': 0}",congruent@v1,
L3-44-00168-cong@v1,L3-44-00168,congruent,v1,,4,0,False,False,"{'v2': 1, 'v1': 4}",congruent@v1,
L3-44-00169-cong@v1,L3-44-00169,congruent,v1,,8,6,False,False,"{'v2': 6, 'v1': 8}",congruent@v1,
L3-44-00170-cong@v1,L3-44-00170,congruent,v1,,1,7,False,False,"{'v2': 7, 'v1': 1}",congruent@v1,
L3-44-00171-cong@v1,L3-44-00171,congruent,v1,,1,5,False,False,"{'v2': 5, 'v1': 1}",congruent@v1,
L3-44-00172-cong@v1,L3-44-00172,congruent,v1,,8,0,False,False,"{'v2': 0, 'v1': 8}",congruent@v1,
L3-44-00173-cong@v1,L3-44-00173,congruent,v1,,7,0,False,False,"{'v2': 2, 'v1': 7}",congruent@v1,
L3-44-00174-cong@v1,L3-44-00174,congruent,v1,,3,0,False,False,"{'v2': 1, 'v1': 3}",congruent@v1,
L3-44-00175-cong@v1,L3-44-00175,congruent,v1,,0,0,True,False,"{'v2': 1, 'v1': 0}",congruent@v1,
L3-44-00176-cong@v1,L3-44-00176,congruent,v1,,0,0,True,False,"{'v2': 6, 'v1': 0}",congruent@v1,
L3-44-00177-cong@v1,L3-44-00177,congruent,v1,,7,6,False,False,"{'v2': 6, 'v1': 7}",congruent@v1,
L3-44-00178-cong@v1,L3-44-00178,congruent,v1,,7,0,False,False,"{'v2': 1, 'v1': 7}",congruent@v1,
L3-44-00179-cong@v1,L3-44-00179,congruent,v1,,6,0,False,False,"{'v2': 2, 'v1': 6}",congruent@v1,
L3-44-00180-cong@v1,L3-44-00180,congruent,v1,,3,0,False,False,"{'v2': 0, 'v1': 3}",congruent@v1,
L3-44-00181-cong@v1,L3-44-00181,congruent,v1,,2,0,False,False,"{'v2': 1, 'v1': 2}",congruent@v1,
L3-44-00182-cong@v1,L3-44-00182,congruent,v1,,2,6,False,False,"{'v2': 6, 'v1': 2}",congruent@v1,
L3-44-00183-cong@v1,L3-44-00183,congruent,v1,,6,6,True,False,"{'v2': 6, 'v1': 6}",congruent@v1,
L3-44-00184-cong@v1,L3-44-00184,congruent,v1,,7,0,False,False,"{'v2': 2, 'v1': 7}",congruent@v1,
L3-44-00185-cong@v1,L3-44-00185,congruent,v1,,1,7,False,False,"{'v2': 7, 'v1': 1}",congruent@v1,
L3-44-00186-cong@v1,L3-44-00186,congruent,v1,,5,0,False,False,"{'v2': 0, 'v1': 5}",congruent@v1,
L3-44-00187-cong@v1,L3-44-00187,congruent,v1,,2,0,False,False,"{'v2': 1, 'v1': 2}",congruent@v1,
L3-44-00188-cong@v1,L3-44-00188,congruent,v1,,5,0,False,False,"{'v2': 5, 'v1': 5}",congruent@v1,
L3-44-00189-cong@v1,L3-44-00189,congruent,v1,,6,0,False,False,"{'v2': 0, 'v1': 6}",congruent@v1,
L3-44-00190-cong@v1,L3-44-00190,congruent,v1,,2,0,False,False,"{'v2': 0, 'v1': 2}",congruent@v1,
L3-44-00191-cong@v1,L3-44-00191,congruent,v1,,9,0,False,False,"{'v2': 3, 'v1': 9}",congruent@v1,
L3-44-00192-cong@v1,L3-44-00192,congruent,v1,,5,3,False,False,"{'v2': 0, 'v1': 5}",congruent@v1,
L3-44-00193-cong@v1,L3-44-00193,congruent,v1,,5,0,False,False,"{'v2': 2, 'v1': 5}",congruent@v1,
L3-44-00194-cong@v1,L3-44-00194,congruent,v1,,6,0,False,False,"{'v2': 1, 'v1': 6}",congruent@v1,
L3-44-00195-cong@v1,L3-44-00195,congruent,v1,,5,0,False,False,"{'v2': 0, 'v1': 5}",congruent@v1,
L3-44-00196-cong@v1,L3-44-00196,congruent,v1,,0,0,True,False,"{'v2': 0, 'v1': 0}",congruent@v1,
L3-44-00197-cong@v1,L3-44-00197,congruent,v1,,6,0,False,False,"{'v2': 1, 'v1': 6}",congruent@v1,
L3-44-00198-cong@v1,L3-44-00198,congruent,v1,,3,0,False,False,"{'v2': 0, 'v1': 3}",congruent@v1,
L3-44-00199-cong@v1,L3-44-00199,congruent,v1,,2,3,False,False,"{'v2': 3, 'v1': 2}",congruent@v1,
L3-44-00200-cong@v1,L3-44-00200,congruent,v1,,4,0,False,False,"{'v2': 0, 'v1': 4}",congruent@v1,
L3-44-00201-cong@v1,L3-44-00201,congruent,v1,,9,9,True,False,"{'v2': 1, 'v1': 9}",congruent@v1,
L3-44-00202-cong@v1,L3-44-00202,congruent,v1,,5,0,False,False,"{'v2': 2, 'v1': 5}",congruent@v1,
L3-44-00203-cong@v1,L3-44-00203,congruent,v1,,4,0,False,False,"{'v2': 1, 'v1': 4}",congruent@v1,
L3-44-00204-cong@v1,L3-44-00204,congruent,v1,,0,0,True,False,"{'v2': 0, 'v1': 0}",congruent@v1,
L3-44-00205-cong@v1,L3-44-00205,congruent,v1,,2,7,False,False,"{'v2': 7, 'v1': 2}",congruent@v1,
L3-44-00206-cong@v1,L3-44-00206,congruent,v1,,4,0,False,False,"{'v2': 1, 'v1': 4}",congruent@v1,
L3-44-00207-cong@v1,L3-44-00207,congruent,v1,,9,0,False,False,"{'v2': 2, 'v1': 9}",congruent@v1,
L3-44-00208-cong@v1,L3-44-00208,congruent,v1,,4,3,False,False,"{'v2': 3, 'v1': 4}",congruent@v1,
L3-44-00209-cong@v1,L3-44-00209,congruent,v1,,8,6,False,False,"{'v2': 6, 'v1': 8}",congruent@v1,
L3-44-00210-cong@v1,L3-44-00210,congruent,v1,,2,1,False,False,"{'v2': 1, 'v1': 2}",congruent@v1,
L3-44-00211-cong@v1,L3-44-00211,congruent,v1,,9,0,False,False,"{'v2': 0, 'v1': 9}",congruent@v1,
L3-44-00212-cong@v1,L3-44-00212,congruent,v1,,0,0,True,False,"{'v2': 0, 'v1': 0}",congruent@v1,
L3-44-00213-cong@v1,L3-44-00213,congruent,v1,,8,8,True,False,"{'v2': 0, 'v1': 8}",congruent@v1,
L3-44-00214-cong@v1,L3-44-00214,congruent,v1,,2,7,False,False,"{'v2': 7, 'v1': 2}",congruent@v1,
L3-44-00215-cong@v1,L3-44-00215,congruent,v1,,5,0,False,False,"{'v2': 2, 'v1': 5}",congruent@v1,
L3-44-00216-cong@v1,L3-44-00216,congruent,v1,,1,0,False,False,"{'v2': 1, 'v1': 1}",congruent@v1,
